"GeneID","Chr","Start","End","Strand","Length"
"ENSSSCG00000004663","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","123987528;123987530;123987530;123987534;123989592;123993041;123993053;123993053;123994713;123994713;123994713;123995147;123995147;123995147;123995147;123995147;123995641;123995641;123995641;123995641;123995641;123995814;123995814;123995814;123995814;123995814;123996757;123996757;123996757;123996757;123996757;123997018;123997018;123997018;123997018;123997018;123997481;123997481;123997481;123997481;123997500;123997712;123997712;123997712;123997712;123997712;123998655;123998655;123998655;123998655;123998655;123999437;123999437;123999437;123999437;123999437;124000000;124000000;124000000;124000000;124000000;124000335;124000335;124000335;124000335;124000335;124000544;124000544;124000544;124000544;124000544;124000717;124000717;124000717;124000717;124000717;124001327;124001327;124001327;124001327;124001327;124001835;124001835;124001835;124001835;124001845;124043005;124043005;124043005;124043005;124043722","123991304;123991304;123991304;123991304;123991304;123993208;123993208;123993208;123994769;123994769;123994769;123995247;123995208;123995208;123995208;123995208;123995718;123995718;123995718;123995718;123995718;123995954;123995954;123995954;123995954;123995954;123996930;123996930;123996930;123996930;123996930;123997173;123997201;123997173;123997173;123997173;123997612;123997612;123997612;123997612;123997612;123997929;123997929;123997929;123997929;123997929;123998743;123998743;123998743;123998743;123998743;123999556;123999556;123999556;123999556;123999556;124000090;124000090;124000090;124000090;124000090;124000436;124000436;124000436;124000436;124000436;124000606;124000606;124000606;124000606;124000606;124000777;124000777;124000777;124000777;124000777;124001438;124001447;124001438;124001438;124001438;124002004;124002004;124002004;124002004;124002004;124043124;124043344;124043311;124043269;124043986","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",6452
"ENSSSCG00000005075","1;1;1;1;1","187475006;187475307;187481874;187484620;187485708","187475157;187475350;187481955;187484762;187486729","+;+;+;+;+",1443
"ENSSSCG00000024088","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","109208672;109208672;109208791;109208791;109211330;109211330;109211330;109211330;109214506;109214506;109214506;109214506;109214780;109214780;109214780;109214780;109216911;109216911;109216911;109216911;109229189;109229189;109229189;109229189;109230147;109230147;109230147;109242452;109242593;109242603;109242603;109242603;109246529;109246529;109246529;109246529;109249051;109249051;109249051;109249051;109249371;109249371;109249371;109249371;109252610;109252610;109252610;109252610;109253900;109253900;109253900;109253900;109259193;109259193;109259193;109259193;109266431;109266431;109269698;109269698;109269698;109269698;109274406;109274406;109274406;109274406;109283860;109283860;109283860;109283860;109289325;109289325;109289325;109289325;109291824;109291824;109291824;109291824;109293290;109293290;109293290;109293290;109294525;109294525;109294525;109302299;109302299;109302299;109302299;109304004;109304004;109304004;109304004;109305454;109305454;109305454;109305454;109307490;109307490;109307490;109307490;109309835;109309835;109309835;109309835;109317435;109317435;109317435;109317435;109318542;109318542;109318542;109318542;109319757;109319757;109319757;109319757;109320757;109320757;109320757;109320757;109330949;109330949;109330949;109330949;109333487;109333487;109333487;109333487;109335734;109335734;109335734;109335734;109338735;109338735;109338735;109338735;109341352;109341352;109341352;109341352;109342611;109342611;109342611;109342611;109347768;109347768;109347768;109347768;109350910;109350910;109350910;109350910;109352585;109352585;109352585;109352585;109356689;109356689;109356689;109356689;109357353;109357353;109357353;109357353;109358291;109358291;109358291;109358291;109360548;109360548;109360548;109360548;109361556;109361556;109361556;109361556;109364527;109364527;109364527;109364527;109365518;109365518;109365518;109365518;109371271;109371271;109371271;109371271;109384395;109384395;109384395;109384395;109385530;109385530;109385530;109385530;109401152;109401152;109401152;109401152;109402855;109402855;109402855;109402855;109405007;109405007;109405007;109405007;109406226;109406226;109406226;109406226;109407683;109407683;109407683;109407683;109410219;109410219;109410219;109410219;109475381;109475381;109475381;109475381;109584637;109584637","109209565;109209565;109209565;109209565;109211455;109211455;109211455;109211455;109214688;109214688;109214688;109214688;109214842;109214842;109214842;109214842;109217036;109217036;109217036;109217036;109229313;109229313;109229313;109229313;109230252;109230252;109230252;109242517;109242710;109242710;109242710;109242710;109246714;109246714;109246714;109246714;109249167;109249167;109249167;109249167;109249496;109249496;109249496;109249496;109252793;109252793;109252793;109252793;109254066;109254066;109254066;109254066;109259339;109259339;109259339;109259339;109266550;109266550;109269799;109269799;109269799;109269799;109274552;109274552;109274552;109274552;109284030;109284030;109284030;109284030;109289426;109289426;109289426;109289426;109291956;109291956;109291956;109291956;109293471;109293471;109293471;109293471;109294665;109294665;109294665;109302460;109302460;109302460;109302460;109304147;109304147;109304147;109304147;109305576;109305576;109305576;109305576;109307579;109307579;109307579;109307579;109309928;109309928;109309928;109309928;109317574;109317574;109317574;109317574;109318739;109318739;109318739;109318739;109319876;109319876;109319876;109319876;109320965;109320965;109320965;109320965;109331051;109331051;109331051;109331051;109333615;109333615;109333615;109333615;109335868;109335868;109335868;109335868;109338848;109338848;109338848;109338848;109341465;109341465;109341465;109341465;109342739;109342739;109342739;109342739;109347934;109347934;109347934;109347934;109351204;109351204;109351204;109351204;109352752;109352752;109352752;109352752;109356787;109356787;109356787;109356787;109357561;109357561;109357561;109357561;109358399;109358399;109358399;109358399;109360661;109360661;109360661;109360661;109361736;109361736;109361736;109361736;109364603;109364603;109364603;109364603;109365619;109365619;109365619;109365619;109371426;109371426;109371426;109371426;109384499;109384499;109384499;109384499;109385593;109385593;109385593;109385593;109401279;109401279;109401279;109401279;109402997;109402997;109402997;109402997;109405159;109405159;109405159;109405159;109406355;109406355;109406355;109406355;109407780;109407780;109407780;109407780;109410390;109410390;109410390;109410390;109475453;109475453;109475440;109475440;109584727;109584727","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",8670
"ENSSSCG00000026900","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","134301103;134302225;134409621;134410326;134410326;134425470;134425470;134431199;134431199;134431602;134431602;134445723;134464769;134465156;134465178;134465178;134465178;134468614;134468614;134468614;134468614;134475720;134475720;134475720;134475720;134476683;134476683;134476683;134476683;134537876;134537876;134537876;134537876;134538364;134538364","134302241;134302241;134409744;134410391;134410391;134425537;134425537;134431248;134431248;134431681;134431681;134446630;134465110;134465250;134465250;134465250;134465250;134468674;134468674;134468674;134468674;134475784;134475784;134475784;134475784;134476728;134476728;134476728;134476728;134538003;134538003;134538081;134538093;134538461;134538461","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3360
"ENSSSCG00000027270","1;1;1;1;1;1;1;1;1","187482888;187482985;187487708;187487708;187488167;187501180;187501180;187504035;187504035","187486338;187486338;187487803;187487803;187488231;187501271;187501271;187504160;187504151","-;-;-;-;-;-;-;-;-",3830
"ENSSSCG00000005076","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","187504638;187505260;187505260;187505260;187505324;187506433;187506433;187506433;187506433;187510858;187510858;187510858;187510858;187513111;187513111;187513111;187513111;187518793;187518793;187518793;187518793;187519703;187519703;187519703;187519703;187522917;187522917;187522917;187522917;187526165;187526165;187526165;187526165;187528354;187528354;187528354;187528354;187533652;187533652;187533652;187533652;187534619;187534619;187534619;187534619;187535242;187535242;187535242;187535242;187537377;187537377;187537377;187538850;187538850;187538850;187538850;187542706;187542706;187542706;187542706;187545201;187545201;187545201;187545201;187545364;187545364;187545364;187545364;187550664;187550664;187550664;187554635;187554635;187554635;187554635;187556170;187556170;187556170;187556170;187563231;187563231;187563231;187563231;187567713;187567713;187567713;187567713;187568578;187568578;187568578;187568578;187569793;187569793;187569793;187569793;187571254;187571254;187571254;187571254;187577839;187577839;187577839;187577839;187581790;187581790;187581790;187581790;187591354;187591354;187591354;187591354;187595177;187595177;187595177;187595177;187632227;187632227;187632227;187632227;187642150;187642150;187642150;187642151;187642313","187504646;187505549;187505549;187505549;187505549;187506503;187506503;187506503;187506503;187510924;187510924;187510924;187510924;187513180;187513180;187513180;187513180;187518967;187518967;187518967;187518967;187519924;187519924;187519924;187519924;187523070;187523070;187523070;187523070;187526332;187526332;187526332;187526332;187528477;187528477;187528477;187528477;187533760;187533760;187533760;187533760;187534836;187534836;187534836;187534836;187535314;187535314;187535314;187535314;187537604;187537604;187537604;187539024;187539024;187539024;187539024;187542900;187542900;187542900;187542900;187545361;187545361;187545361;187545361;187545387;187545387;187545387;187545387;187550741;187550741;187550741;187554828;187554828;187554828;187554828;187556288;187556288;187556288;187556288;187563424;187563424;187563424;187563424;187567872;187567872;187567872;187567872;187568797;187568797;187568797;187568797;187570046;187570046;187570046;187570046;187571330;187571330;187571330;187571330;187577973;187577973;187577973;187577973;187581961;187581961;187581961;187581961;187591508;187591508;187591508;187591508;187595285;187595285;187595285;187595285;187632291;187632292;187632292;187632292;187642492;187642492;187642492;187642309;187642345","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4809
"ENSSSCG00000059174","1;1","134390302;134390475","134390324;134390718","+;+",267
"ENSSSCG00000061849","1;1","134423031;134528955","134423717;134529635","+;+",1368
"ENSSSCG00000048762","1","134421320","134425369","-",4050
"ENSSSCG00000057228","1;1","134526284;134526917","134526520;134528827","+;+",2148
"ENSSSCG00000043519","1;1;1;1","141494692;141495430;141495433;141495443","141495155;141495430;141495440;141495449","+;+;+;+",480
"ENSSSCG00000046767","1;1","109615130;109616412","109616323;109617806","-;-",2589
"ENSSSCG00000004830","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","141570493;141570811;141571034;141571039;141616475;141616475;141623250;141623250;141623716;141623716;141624861;141624861;141627602;141627602;141631369;141631453;141631504;141633520;141633555;141633586;141633586;141633818;141636549;141636549;141636665;141638205;141642434;141642434;141642616;141642616;141645303;141645303;141650091;141650091;141653117;141653117;141657499;141657499;141662513;141662513;141665071;141665071;141665246;141665246;141665744;141665864;141666075","141570557;141570817;141571238;141571238;141616560;141616560;141623356;141623356;141623847;141623847;141624991;141624991;141627916;141627854;141631420;141631585;141631607;141633549;141633784;141633780;141633780;141633842;141637126;141637119;141637119;141638259;141642537;141642537;141642742;141642742;141645487;141645487;141650418;141650418;141653193;141653193;141657624;141657624;141662713;141662713;141665151;141665151;141665365;141665350;141665931;141666349;141667338","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5117
"ENSSSCG00000031856","1;1;1;1","187719290;187722089;187722973;187726521","187719833;187722221;187723128;187729422","+;+;+;+",3735
"ENSSSCG00000054906","1;1;1","141869147;141870181;141870752","141869255;141870341;141870754","-;-;-",273
"ENSSSCG00000005103","1;1;1;1;1;1","191263448;191267012;191269722;191273558;191279782;191284346","191263594;191267226;191270814;191273745;191279973;191284967","+;+;+;+;+;+",2457
"ENSSSCG00000004832","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","141887227;141887227;141920484;141920484;141923694;141923694;141925289;141925289;141927000;141927000;141927000;141927000;141953286;141953587;141953600;141953600;141953600;141953600;141953604;141953629;141959574;141959574;141959574;141959574;141959574;141959574;141971369;141971369;141971369;141971369;141971369;141971369;141974178;141974178;141974178;141974178;141974178;141974178;141974996;141974996;141974996;141974996;141974996;141974996;141976388;141976388;141976388;141976388;141976388;141976388;141976638;141976638;141976638;141976638;141976638;141976638;141983466;141983466;141983466;141983466;141983466;141983466;141984122;141984591;141984591;141994838","141887772;141887772;141920547;141920547;141923813;141925484;141925484;141925484;141927044;141927044;141927044;141927044;141953351;141953593;141953904;141953904;141953904;141953904;141953904;141953904;141960820;141960820;141960820;141960820;141960820;141960820;141971513;141971513;141971513;141971513;141971513;141971513;141974383;141974383;141974383;141974383;141974383;141974383;141975160;141975160;141975160;141975160;141975160;141975160;141976543;141976543;141976543;141976543;141976543;141976543;141976711;141976711;141976711;141976711;141976711;141976711;141983609;141984707;141983609;141983609;141983609;141984709;141984167;141986547;141986547;141995003","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",8065
"ENSSSCG00000037343","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","191309198;191310420;191310554;191310687;191310894;191311644;191311644;191313207;191313207;191316349;191316349;191321324;191321324;191321574;191321574","191309650;191310482;191310631;191310929;191310929;191311709;191311709;191313336;191313336;191316447;191316447;191321446;191321446;191321648;191321643","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",1330
"ENSSSCG00000005105","1;1;1;1","191321999;191323812;191324749;191330933","191322250;191323998;191324922;191331319","+;+;+;+",1000
"ENSSSCG00000005106","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","191535301;191535561;191535703;191535798;191535798;191535882;191606214;191606214;191606214;191606214;191606214;191606801;191606801;191606801;191606801;191606801;191648633;191648633;191648633;191648633;191648633;191659364;191659364;191659364;191659364;191659364;191660102;191660102;191660102;191660102;191660102;191661131;191661131;191661131;191661131;191661131;191661734;191661734;191661734;191661734;191661734;191670418;191670418;191670418;191670418;191671869;191671869;191671869;191671869;191671869;191673015;191673015;191673015;191673015;191673015;191766090;191766090;191766090;191766090;191766090;191819607;191819607;191819607;191821124;191856687;191856687;191856729;191866670;191866670;191866670;191866670;191870360;191870360;191870360;191870360;191887785;191917964;191917964;191921777;191921777;191921777;191921777;191924994;191924994;191924994;191924994","191535388;191536151;191536151;191536151;191536151;191536151;191606288;191606288;191606288;191606288;191606288;191606872;191606872;191606872;191606872;191606872;191648701;191648701;191648701;191648701;191648701;191659521;191659521;191659521;191659521;191659521;191660244;191660244;191660244;191660244;191660244;191661272;191661272;191661272;191661272;191661272;191662030;191662030;191662030;191662030;191662030;191670441;191670441;191670441;191670441;191671933;191671933;191671933;191671933;191671933;191673117;191673117;191673117;191673117;191673117;191766278;191766278;191766278;191766278;191766278;191819660;191819704;191819741;191823216;191856817;191856817;191856817;191866842;191866842;191866842;191866842;191870603;191870603;191870603;191870603;191887859;191918005;191918005;191921935;191921935;191921935;191921935;191925324;191925324;191925324;191925327","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5402
