"human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","mouse_symbol","score_type"
"SAT2","Inhibits","Sat2",678,"ENSG00000141504","678.1.1","ENSMUSG00000069835","spermidine/spermine N1-acetyl transferase 2 [Source:MGI Symbol;Acc:MGI:1916465]",1,1,"Sat2","CellAge_inhibits"
"SDC1","Inhibits","Sdc1",679,"ENSG00000115884","679.1.1","ENSMUSG00000020592","syndecan 1 [Source:MGI Symbol;Acc:MGI:1349162]",1,1,"Sdc1","CellAge_inhibits"
"SENP1","Inhibits","Senp1",682,"ENSG00000079387","682.1.1","ENSMUSG00000033075","SUMO1/sentrin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2445054]",1,1,"Senp1","CellAge_inhibits"
"SENP7","Inhibits","Senp7",683,"ENSG00000138468","683.1.1","ENSMUSG00000052917","SUMO1/sentrin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:1913565]",1,1,"Senp7","CellAge_inhibits"
"SERPINB2","Induces","Serpinb2",684,"ENSG00000197632","684.1.1","ENSMUSG00000062345","serine (or cysteine) peptidase inhibitor, clade B, member 2 [Source:MGI Symbol;Acc:MGI:97609]",1,1,"Serpinb2","CellAge_induces"
"SERPINE1","Induces","Serpine1",685,"ENSG00000106366","685.1.1","ENSMUSG00000037411","serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]",1,1,"Serpine1","CellAge_induces"
"SFN","Induces","Sfn",687,"ENSG00000175793","687.1.1","ENSMUSG00000047281","stratifin [Source:MGI Symbol;Acc:MGI:1891831]",1,1,"Sfn","CellAge_induces"
"SFRP1","Induces","Sfrp1",688,"ENSG00000104332","688.1.1","ENSMUSG00000031548","secreted frizzled-related protein 1 [Source:MGI Symbol;Acc:MGI:892014]",1,1,"Sfrp1","CellAge_induces"
"SGK1","Inhibits","Sgk1",689,"ENSG00000118515","689.1.1","ENSMUSG00000019970","serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]",1,1,"Sgk1","CellAge_inhibits"
"SIK1","Induces","Sik1",691,"ENSG00000142178","691.1.1","ENSMUSG00000024042","salt inducible kinase 1 [Source:MGI Symbol;Acc:MGI:104754]",1,1,"Sik1","CellAge_induces"
"SIN3B","Induces","Sin3b",692,"ENSG00000127511","692.1.1","ENSMUSG00000031622","transcriptional regulator, SIN3B (yeast) [Source:MGI Symbol;Acc:MGI:107158]",1,1,"Sin3b","CellAge_induces"
"SIRT1","Inhibits","Sirt1",693,"ENSG00000096717","693.1.1","ENSMUSG00000020063","sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607]",1,1,"Sirt1","CellAge_inhibits"
"SIRT2","Inhibits","Sirt2",694,"ENSG00000068903","694.1.1","ENSMUSG00000015149","sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664]",1,1,"Sirt2","CellAge_inhibits"
"SIRT3","Inhibits","Sirt3",695,"ENSG00000142082","695.1.1","ENSMUSG00000025486","sirtuin 3 [Source:MGI Symbol;Acc:MGI:1927665]",1,1,"Sirt3","CellAge_inhibits"
"SIRT6","Inhibits","Sirt6",696,"ENSG00000077463","696.1.1","ENSMUSG00000034748","sirtuin 6 [Source:MGI Symbol;Acc:MGI:1354161]",1,1,"Sirt6","CellAge_inhibits"
"SIRT7","Inhibits","Sirt7",697,"ENSG00000187531","697.1.1","ENSMUSG00000025138","sirtuin 7 [Source:MGI Symbol;Acc:MGI:2385849]",1,1,"Sirt7","CellAge_inhibits"
"SIX1","Inhibits","Six1",698,"ENSG00000126778","698.1.1","ENSMUSG00000051367","sine oculis-related homeobox 1 [Source:MGI Symbol;Acc:MGI:102780]",1,1,"Six1","CellAge_inhibits"
"SIX6","Unclear","Six6",699,"ENSG00000184302","699.1.1","ENSMUSG00000021099","sine oculis-related homeobox 6 [Source:MGI Symbol;Acc:MGI:1341840]",1,1,"Six6","CellAge_all_only"
"SKP2","Inhibits","Skp2",700,"ENSG00000145604","700.1.1","ENSMUSG00000054115","S-phase kinase-associated protein 2 [Source:MGI Symbol;Acc:MGI:1351663]",1,1,"Skp2","CellAge_inhibits"
"SLC13A3","Induces","Slc13a3",701,"ENSG00000158296","701.1.1","ENSMUSG00000018459","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:MGI Symbol;Acc:MGI:2149635]",1,1,"Slc13a3","CellAge_induces"
"SLC16A7","Inhibits","Slc16a7",702,"ENSG00000118596","702.1.1","ENSMUSG00000020102","solute carrier family 16 (monocarboxylic acid transporters), member 7 [Source:MGI Symbol;Acc:MGI:1330284]",1,1,"Slc16a7","CellAge_inhibits"
"SLC25A5","Inhibits","Slc25a5",703,"ENSG00000005022","703.1.1","ENSMUSG00000016319","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]",1,1,"Slc25a5","CellAge_inhibits"
"SLC31A2","Induces","Slc31a2",704,"ENSG00000136867","704.1.1","ENSMUSG00000066152","solute carrier family 31, member 2 [Source:MGI Symbol;Acc:MGI:1333844]",1,1,"Slc31a2","CellAge_induces"
"SLC52A1","Inhibits","Slc52a2",705,"ENSG00000132517","705.1.1","ENSMUSG00000022560","solute carrier protein 52, member 2 [Source:MGI Symbol;Acc:MGI:1289288]",1,1,"Slc52a2","CellAge_inhibits"
"SLC5A2","Induces","Slc5a2",706,"ENSG00000140675","706.1.1","ENSMUSG00000030781","solute carrier family 5 (sodium/glucose cotransporter), member 2 [Source:MGI Symbol;Acc:MGI:2181411]",1,1,"Slc5a2","CellAge_induces"
"SMAD1","Induces","Smad1",707,"ENSG00000170365","707.1.1","ENSMUSG00000031681","SMAD family member 1 [Source:MGI Symbol;Acc:MGI:109452]",1,1,"Smad1","CellAge_induces"
"SMAD2","Inhibits","Smad2",708,"ENSG00000175387","708.1.1","ENSMUSG00000024563","SMAD family member 2 [Source:MGI Symbol;Acc:MGI:108051]",1,1,"Smad2","CellAge_inhibits"
"SMAD3","Induces","Smad3",709,"ENSG00000166949","709.1.1","ENSMUSG00000032402","SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]",1,1,"Smad3","CellAge_induces"
"SMAD5","Induces","Smad5",710,"ENSG00000113658","710.1.1","ENSMUSG00000021540","SMAD family member 5 [Source:MGI Symbol;Acc:MGI:1328787]",1,1,"Smad5","CellAge_induces"
"SMAD6","Inhibits","Smad6",711,"ENSG00000137834","711.1.1","ENSMUSG00000036867","SMAD family member 6 [Source:MGI Symbol;Acc:MGI:1336883]",1,1,"Smad6","CellAge_inhibits"
"SMARCA2","Inhibits","Smarca2",712,"ENSG00000080503","712.1.1","ENSMUSG00000024921","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:MGI Symbol;Acc:MGI:99603]",1,1,"Smarca2","CellAge_inhibits"
"SMARCA4","Inhibits","Smarca4",713,"ENSG00000127616","713.1.1","ENSMUSG00000032187","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]",1,1,"Smarca4","CellAge_inhibits"
"SMARCB1","Induces","Smarcb1",714,"ENSG00000099956","714.1.1","ENSMUSG00000000902","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]",1,1,"Smarcb1","CellAge_induces"
"SMARCD1","Inhibits","Smarcd1",715,"ENSG00000066117","715.1.1","ENSMUSG00000023018","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:1933623]",1,1,"Smarcd1","CellAge_inhibits"
"SMC1A","Inhibits","Smc1a",716,"ENSG00000072501","716.1.1","ENSMUSG00000041133","structural maintenance of chromosomes 1A [Source:MGI Symbol;Acc:MGI:1344345]",1,1,"Smc1a","CellAge_inhibits"
"SMC2","Inhibits","Smc2",717,"ENSG00000136824","717.1.1","ENSMUSG00000028312","structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]",1,1,"Smc2","CellAge_inhibits"
"SMG1","Inhibits","Smg1",718,"ENSG00000157106","718.1.1","ENSMUSG00000030655","SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:MGI Symbol;Acc:MGI:1919742]",1,1,"Smg1","CellAge_inhibits"
"SMURF2","Induces","Smurf2",719,"ENSG00000108854","719.1.1","ENSMUSG00000018363","SMAD specific E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1913563]",1,1,"Smurf2","CellAge_induces"
"SNAI1","Inhibits","Snai1",720,"ENSG00000124216","720.1.1","ENSMUSG00000042821","snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]",1,1,"Snai1","CellAge_inhibits"
"SOCS1","Induces","Socs1",721,"ENSG00000185338","721.1.1","ENSMUSG00000038037","suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]",1,1,"Socs1","CellAge_induces"
"SOD1","Inhibits","Sod1",722,"ENSG00000142168","722.1.1","ENSMUSG00000022982","superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]",1,1,"Sod1","CellAge_inhibits"
"SOD2","Induces","Sod2",723,"ENSG00000291237","723.1.1","ENSMUSG00000006818","superoxide dismutase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:98352]",1,1,"Sod2","CellAge_induces"
"SORBS2","Induces","Sorbs2",724,"ENSG00000154556","724.1.1","ENSMUSG00000031626","sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574]",1,1,"Sorbs2","CellAge_induces"
"SOX1","Induces","Sox1",725,"ENSG00000182968","725.1.1","ENSMUSG00000096014","SRY (sex determining region Y)-box 1 [Source:MGI Symbol;Acc:MGI:98357]",1,1,"Sox1","CellAge_induces"
"SOX2","Induces","Sox2",726,"ENSG00000181449","726.1.1","ENSMUSG00000074637","SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364]",1,1,"Sox2","CellAge_induces"
"SOX4","Inhibits","Sox4",727,"ENSG00000124766","727.1.1","ENSMUSG00000076431","SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]",1,1,"Sox4","CellAge_inhibits"
"SOX5","Induces","Sox5",728,"ENSG00000134532","728.1.1","ENSMUSG00000041540","SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]",1,1,"Sox5","CellAge_induces"
"SP1","Induces","Sp1",729,"ENSG00000185591","729.1.1","ENSMUSG00000001280","trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]",1,1,"Sp1","CellAge_induces"
"SPAG9","Inhibits","Spag9",730,"ENSG00000008294","730.1.1","ENSMUSG00000020859","sperm associated antigen 9 [Source:MGI Symbol;Acc:MGI:1918084]",1,1,"Spag9","CellAge_inhibits"
"SPARC","Induces","Sparc",731,"ENSG00000113140","731.1.1","ENSMUSG00000018593","secreted acidic cysteine rich glycoprotein [Source:MGI Symbol;Acc:MGI:98373]",1,1,"Sparc","CellAge_induces"
"SPHK1","Inhibits","Sphk1",732,"ENSG00000176170","732.1.1","ENSMUSG00000061878","sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]",1,1,"Sphk1","CellAge_inhibits"
"SPI1","Induces","Spi1",733,"ENSG00000066336","733.1.1","ENSMUSG00000002111","Spi-1 proto-oncogene [Source:MGI Symbol;Acc:MGI:98282]",1,1,"Spi1","CellAge_induces"
"SPIN1","Induces","Spin1",734,"ENSG00000106723","734.1.1","ENSMUSG00000021395","spindlin 1 [Source:MGI Symbol;Acc:MGI:109242]",1,1,"Spin1","CellAge_induces"
"SRC","Inhibits","Src",736,"ENSG00000197122","736.1.1","ENSMUSG00000027646","Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397]",1,1,"Src","CellAge_inhibits"
"SREBF1","Induces","Srebf1",737,"ENSG00000072310","737.1.1","ENSMUSG00000020538","sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]",1,1,"Srebf1","CellAge_induces"
"SRF","Inhibits","Srf",738,"ENSG00000112658","738.1.1","ENSMUSG00000015605","serum response factor [Source:MGI Symbol;Acc:MGI:106658]",1,1,"Srf","CellAge_inhibits"
"SRSF1","Induces","Srsf1",739,"ENSG00000136450","739.1.1","ENSMUSG00000018379","serine and arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]",1,1,"Srsf1","CellAge_induces"
"SRSF2","Inhibits","Srsf2",740,"ENSG00000161547","740.1.1","ENSMUSG00000034120","serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]",1,1,"Srsf2","CellAge_inhibits"
"SRSF3","Inhibits","Srsf3",741,"ENSG00000112081","741.1.1","ENSMUSG00000071172","serine and arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]",1,1,"Srsf3","CellAge_inhibits"
"STAG2","Induces","Stag2",743,"ENSG00000101972","743.1.1","ENSMUSG00000025862","STAG2 cohesin complex component [Source:MGI Symbol;Acc:MGI:1098583]",1,1,"Stag2","CellAge_induces"
"STAT1","Induces","Stat1",744,"ENSG00000115415","744.1.1","ENSMUSG00000026104","signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]",1,1,"Stat1","CellAge_induces"
"STAT3","Induces","Stat3",745,"ENSG00000168610","745.1.1","ENSMUSG00000004040","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]",1,1,"Stat3","CellAge_induces"
"STAT5A","Induces","Stat5a",746,"ENSG00000126561","746.1.1","ENSMUSG00000004043","signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]",1,1,"Stat5a","CellAge_induces"
"STAT5B","Induces","Stat5b",747,"ENSG00000173757","747.1.1","ENSMUSG00000020919","signal transducer and activator of transcription 5B [Source:MGI Symbol;Acc:MGI:103035]",1,1,"Stat5b","CellAge_induces"
"STAT6","Induces","Stat6",748,"ENSG00000166888","748.1.1","ENSMUSG00000002147","signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]",1,1,"Stat6","CellAge_induces"
"STIM1","Unclear","Stim1",749,"ENSG00000167323","749.1.1","ENSMUSG00000030987","stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]",1,1,"Stim1","CellAge_all_only"
"STK32C","Induces","Stk32c",750,"ENSG00000165752","750.1.1","ENSMUSG00000015981","serine/threonine kinase 32C [Source:MGI Symbol;Acc:MGI:2385336]",1,1,"Stk32c","CellAge_induces"
"STK4","Induces","Stk4",751,"ENSG00000101109","751.1.1","ENSMUSG00000018209","serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004]",1,1,"Stk4","CellAge_induces"
"STK40","Induces","Stk40",752,"ENSG00000196182","752.1.1","ENSMUSG00000042608","serine/threonine kinase 40 [Source:MGI Symbol;Acc:MGI:1921428]",1,1,"Stk40","CellAge_induces"
"STN1","Inhibits","Stn1",753,"ENSG00000107960","753.1.1","ENSMUSG00000042694","STN1, CST complex subunit [Source:MGI Symbol;Acc:MGI:1915581]",1,1,"Stn1","CellAge_inhibits"
"STUB1","Inhibits","Stub1",754,"ENSG00000103266","754.1.1","ENSMUSG00000039615","STIP1 homology and U-Box containing protein 1 [Source:MGI Symbol;Acc:MGI:1891731]",1,1,"Stub1","CellAge_inhibits"
"SUMO2","Induces","Sumo2",755,"ENSG00000188612","755.1.1","ENSMUSG00000020738","small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]",1,1,"Sumo2","CellAge_induces"
"SUMO3","Induces","Sumo3",756,"ENSG00000184900","756.1.1","ENSMUSG00000020265","small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201]",1,1,"Sumo3","CellAge_induces"
"SUPT5H","Inhibits","Supt5",757,"ENSG00000196235","757.1.1","ENSMUSG00000003435","suppressor of Ty 5, DSIF elongation factor subunit [Source:MGI Symbol;Acc:MGI:1202400]",1,1,"Supt5","CellAge_inhibits"
"SUV39H1","Inhibits","Suv39h1",758,"ENSG00000101945","758.1.1","ENSMUSG00000039231","suppressor of variegation 3-9 1 [Source:MGI Symbol;Acc:MGI:1099440]",1,1,"Suv39h1","CellAge_inhibits"
"SUZ12","Inhibits","Suz12",759,"ENSG00000178691","759.1.1","ENSMUSG00000017548","SUZ12 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:1261758]",1,1,"Suz12","CellAge_inhibits"
"SYK","Induces","Syk",760,"ENSG00000165025","760.1.1","ENSMUSG00000021457","spleen tyrosine kinase [Source:MGI Symbol;Acc:MGI:99515]",1,1,"Syk","CellAge_induces"
"SYT1","Inhibits","Syt1",761,"ENSG00000067715","761.1.1","ENSMUSG00000035864","synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]",1,1,"Syt1","CellAge_inhibits"
"SYT7","Inhibits","Syt7",762,"ENSG00000011347","762.1.1","ENSMUSG00000024743","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]",1,1,"Syt7","CellAge_inhibits"
"TACC3","Inhibits","Tacc3",763,"ENSG00000013810","763.1.1","ENSMUSG00000037313","transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]",1,1,"Tacc3","CellAge_inhibits"
"TAGLN","Induces","Tagln",764,"ENSG00000149591","764.1.1","ENSMUSG00000032085","transgelin [Source:MGI Symbol;Acc:MGI:106012]",1,1,"Tagln","CellAge_induces"
"TBK1","Inhibits","Tbk1",765,"ENSG00000183735","765.1.1","ENSMUSG00000020115","TANK-binding kinase 1 [Source:MGI Symbol;Acc:MGI:1929658]",1,1,"Tbk1","CellAge_inhibits"
"TBPL1","Induces","Tbpl1",766,"ENSG00000028839","766.1.1","ENSMUSG00000071359","TATA box binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1339946]",1,1,"Tbpl1","CellAge_induces"
"TBX2","Inhibits","Tbx2",767,"ENSG00000121068","767.1.1","ENSMUSG00000000093","T-box 2 [Source:MGI Symbol;Acc:MGI:98494]",1,1,"Tbx2","CellAge_inhibits"
"TBX3","Inhibits","Tbx3",768,"ENSG00000135111","768.1.1","ENSMUSG00000018604","T-box 3 [Source:MGI Symbol;Acc:MGI:98495]",1,1,"Tbx3","CellAge_inhibits"
"TEAD1","Inhibits","Tead1",769,"ENSG00000187079","769.1.1","ENSMUSG00000055320","TEA domain family member 1 [Source:MGI Symbol;Acc:MGI:101876]",1,1,"Tead1","CellAge_inhibits"
"TEAD4","Inhibits","Tead4",770,"ENSG00000197905","770.1.1","ENSMUSG00000030353","TEA domain family member 4 [Source:MGI Symbol;Acc:MGI:106907]",1,1,"Tead4","CellAge_inhibits"
"TERF2","Inhibits","Terf2",771,"ENSG00000132604","771.1.1","ENSMUSG00000031921","telomeric repeat binding factor 2 [Source:MGI Symbol;Acc:MGI:1195972]",1,1,"Terf2","CellAge_inhibits"
"TERT","Inhibits","Tert",772,"ENSG00000164362","772.1.1","ENSMUSG00000021611","telomerase reverse transcriptase [Source:MGI Symbol;Acc:MGI:1202709]",1,1,"Tert","CellAge_inhibits"
"TFDP1","Inhibits","Tfdp1",773,"ENSG00000198176","773.1.1","ENSMUSG00000038482","transcription factor Dp 1 [Source:MGI Symbol;Acc:MGI:101934]",1,1,"Tfdp1","CellAge_inhibits"
"TFG","Inhibits","Tfg",774,"ENSG00000114354","774.1.1","ENSMUSG00000022757","Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]",1,1,"Tfg","CellAge_inhibits"
"TGFB1I1","Induces","Tgfb1i1",775,"ENSG00000140682","775.1.1","ENSMUSG00000030782","transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784]",1,1,"Tgfb1i1","CellAge_induces"
"TGFB2","Inhibits","Tgfb2",776,"ENSG00000092969","776.1.1","ENSMUSG00000039239","transforming growth factor, beta 2 [Source:MGI Symbol;Acc:MGI:98726]",1,1,"Tgfb2","CellAge_inhibits"
"TGFBI","Induces","Tgfbi",777,"ENSG00000120708","777.1.1","ENSMUSG00000035493","transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]",1,1,"Tgfbi","CellAge_induces"
"TGFBR1","Inhibits","Tgfbr1",778,"ENSG00000106799","778.1.1","ENSMUSG00000007613","transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]",1,1,"Tgfbr1","CellAge_inhibits"
"TGFBR2","Unclear","Tgfbr2",779,"ENSG00000163513","779.1.1","ENSMUSG00000032440","transforming growth factor, beta receptor II [Source:MGI Symbol;Acc:MGI:98729]",1,1,"Tgfbr2","CellAge_all_only"
"THRB","Unclear","Thrb",780,"ENSG00000151090","780.1.1","ENSMUSG00000021779","thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]",1,1,"Thrb","CellAge_all_only"
"TIGAR","Induces","Tigar",781,"ENSG00000078237","781.1.1","ENSMUSG00000038028","Trp53 induced glycolysis regulatory phosphatase [Source:MGI Symbol;Acc:MGI:2442752]",1,1,"Tigar","CellAge_induces"
"TIMELESS","Inhibits","Timeless",782,"ENSG00000111602","782.1.1","ENSMUSG00000039994","timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393]",1,1,"Timeless","CellAge_inhibits"
"TLR2","Induces","Tlr2",784,"ENSG00000137462","784.1.1","ENSMUSG00000027995","toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]",1,1,"Tlr2","CellAge_induces"
"TLR3","Induces","Tlr3",785,"ENSG00000164342","785.1.1","ENSMUSG00000031639","toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]",1,1,"Tlr3","CellAge_induces"
"TLR4","Inhibits","Tlr4",786,"ENSG00000136869","786.1.1","ENSMUSG00000039005","toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824]",1,1,"Tlr4","CellAge_inhibits"
"TLR8","Inhibits","Tlr8",787,"ENSG00000101916","787.1.1","ENSMUSG00000040522","toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887]",1,1,"Tlr8","CellAge_inhibits"
"TMEM9B","Induces","Tmem9b",788,"ENSG00000175348","788.1.1","ENSMUSG00000031021","TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]",1,1,"Tmem9b","CellAge_induces"
"TNFSF13","Inhibits","Tnfsf13",789,"ENSG00000161955","789.1.1","ENSMUSG00000089669","tumor necrosis factor (ligand) superfamily, member 13 [Source:MGI Symbol;Acc:MGI:1916833]",1,1,"Tnfsf13","CellAge_inhibits"
"TNFSF15","Induces","Tnfsf15",790,"ENSG00000181634","790.1.1","ENSMUSG00000050395","tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]",1,1,"Tnfsf15","CellAge_induces"
"TOM1","Induces","Tom1",791,"ENSG00000100284","791.1.1","ENSMUSG00000042870","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]",1,1,"Tom1","CellAge_induces"
"TOP1","Induces","Top1",792,"ENSG00000198900","792.1.1","ENSMUSG00000070544","topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]",1,1,"Top1","CellAge_induces"
"TOP3A","Induces","Top3a",793,"ENSG00000177302","793.1.1","ENSMUSG00000002814","topoisomerase (DNA) III alpha [Source:MGI Symbol;Acc:MGI:1197527]",1,1,"Top3a","CellAge_induces"
"TOPBP1","Inhibits","Topbp1",794,"ENSG00000163781","794.1.1","ENSMUSG00000032555","topoisomerase (DNA) II binding protein 1 [Source:MGI Symbol;Acc:MGI:1920018]",1,1,"Topbp1","CellAge_inhibits"
"TP53","Induces","Trp53",795,"ENSG00000141510","795.1.1","ENSMUSG00000059552","transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]",1,1,"Trp53","CellAge_induces"
"TP53BP1","Induces","Trp53bp1",796,"ENSG00000067369","796.1.1","ENSMUSG00000043909","transformation related protein 53 binding protein 1 [Source:MGI Symbol;Acc:MGI:1351320]",1,1,"Trp53bp1","CellAge_induces"
"TP53BP2","Induces","Trp53bp2",797,"ENSG00000143514","797.1.1","ENSMUSG00000026510","transformation related protein 53 binding protein 2 [Source:MGI Symbol;Acc:MGI:2138319]",1,1,"Trp53bp2","CellAge_induces"
"TP53INP1","Induces","Trp53inp1",799,"ENSG00000164938","799.1.1","ENSMUSG00000028211","transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]",1,1,"Trp53inp1","CellAge_induces"
"TP63","Induces","Trp63",800,"ENSG00000073282","800.1.1","ENSMUSG00000022510","transformation related protein 63 [Source:MGI Symbol;Acc:MGI:1330810]",1,1,"Trp63","CellAge_induces"
"TPP1","Inhibits","Tpp1",801,"ENSG00000166340","801.1.1","ENSMUSG00000030894","tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194]",1,1,"Tpp1","CellAge_inhibits"
"TPR","Inhibits","Tpr",802,"ENSG00000047410","802.1.1","ENSMUSG00000006005","translocated promoter region, nuclear basket protein [Source:MGI Symbol;Acc:MGI:1922066]",1,1,"Tpr","CellAge_inhibits"
"TPX2","Inhibits","Tpx2",803,"ENSG00000088325","803.1.1","ENSMUSG00000027469","TPX2, microtubule-associated [Source:MGI Symbol;Acc:MGI:1919369]",1,1,"Tpx2","CellAge_inhibits"
"TRA2B","Inhibits","Tra2b",804,"ENSG00000136527","804.1.1","ENSMUSG00000022858","transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016]",1,1,"Tra2b","CellAge_inhibits"
"TRDMT1","Inhibits","Trdmt1",805,"ENSG00000107614","805.1.1","ENSMUSG00000026723","tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1274787]",1,1,"Trdmt1","CellAge_inhibits"
"TRIM28","Induces","Trim28",806,"ENSG00000130726","806.1.1","ENSMUSG00000005566","tripartite motif-containing 28 [Source:MGI Symbol;Acc:MGI:109274]",1,1,"Trim28","CellAge_induces"
"TRPM7","Inhibits","Trpm7",807,"ENSG00000092439","807.1.1","ENSMUSG00000027365","transient receptor potential cation channel, subfamily M, member 7 [Source:MGI Symbol;Acc:MGI:1929996]",1,1,"Trpm7","CellAge_inhibits"
"TRPM8","Inhibits","Trpm8",808,"ENSG00000144481","808.1.1","ENSMUSG00000036251","transient receptor potential cation channel, subfamily M, member 8 [Source:MGI Symbol;Acc:MGI:2181435]",1,1,"Trpm8","CellAge_inhibits"
"TRRAP","Inhibits","Trrap",809,"ENSG00000196367","809.1.1","ENSMUSG00000045482","transformation/transcription domain-associated protein [Source:MGI Symbol;Acc:MGI:2153272]",1,1,"Trrap","CellAge_inhibits"
"TSC22D1","Inhibits","Tsc22d1",810,"ENSG00000102804","810.1.1","ENSMUSG00000022010","TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]",1,1,"Tsc22d1","CellAge_inhibits"
"TTK","Inhibits","Ttk",811,"ENSG00000112742","811.1.1","ENSMUSG00000038379","Ttk protein kinase [Source:MGI Symbol;Acc:MGI:1194921]",1,1,"Ttk","CellAge_inhibits"
"TWIST1","Inhibits","Twist1",812,"ENSG00000122691","812.1.1","ENSMUSG00000035799","twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]",1,1,"Twist1","CellAge_inhibits"
"TWIST2","Inhibits","Twist2",813,"ENSG00000233608","813.1.1","ENSMUSG00000007805","twist basic helix-loop-helix transcription factor 2 [Source:MGI Symbol;Acc:MGI:104685]",1,1,"Twist2","CellAge_inhibits"
