"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
792,"TOP1","ENSG00000198900","792.1.1","Top1","ENSMUSG00000070544","topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]"
793,"TOP3A","ENSG00000177302","793.1.1","Top3a","ENSMUSG00000002814","topoisomerase (DNA) III alpha [Source:MGI Symbol;Acc:MGI:1197527]"
794,"TOPBP1","ENSG00000163781","794.1.1","Topbp1","ENSMUSG00000032555","topoisomerase (DNA) II binding protein 1 [Source:MGI Symbol;Acc:MGI:1920018]"
795,"TP53","ENSG00000141510","795.1.1","Trp53","ENSMUSG00000059552","transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]"
796,"TP53BP1","ENSG00000067369","796.1.1","Trp53bp1","ENSMUSG00000043909","transformation related protein 53 binding protein 1 [Source:MGI Symbol;Acc:MGI:1351320]"
797,"TP53BP2","ENSG00000143514","797.1.1","Trp53bp2","ENSMUSG00000026510","transformation related protein 53 binding protein 2 [Source:MGI Symbol;Acc:MGI:2138319]"
798,"TP53I3","ENSG00000115129","798.1.1","N/A","N/A","N/A"
799,"TP53INP1","ENSG00000164938","799.1.1","Trp53inp1","ENSMUSG00000028211","transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]"
800,"TP63","ENSG00000073282","800.1.1","Trp63","ENSMUSG00000022510","transformation related protein 63 [Source:MGI Symbol;Acc:MGI:1330810]"
801,"TPP1","ENSG00000166340","801.1.1","Tpp1","ENSMUSG00000030894","tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194]"
802,"TPR","ENSG00000047410","802.1.1","Tpr","ENSMUSG00000006005","translocated promoter region, nuclear basket protein [Source:MGI Symbol;Acc:MGI:1922066]"
803,"TPX2","ENSG00000088325","803.1.1","Tpx2","ENSMUSG00000027469","TPX2, microtubule-associated [Source:MGI Symbol;Acc:MGI:1919369]"
804,"TRA2B","ENSG00000136527","804.1.1","Tra2b","ENSMUSG00000022858","transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016]"
805,"TRDMT1","ENSG00000107614","805.1.1","Trdmt1","ENSMUSG00000026723","tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1274787]"
806,"TRIM28","ENSG00000130726","806.1.1","Trim28","ENSMUSG00000005566","tripartite motif-containing 28 [Source:MGI Symbol;Acc:MGI:109274]"
807,"TRPM7","ENSG00000092439","807.1.1","Trpm7","ENSMUSG00000027365","transient receptor potential cation channel, subfamily M, member 7 [Source:MGI Symbol;Acc:MGI:1929996]"
808,"TRPM8","ENSG00000144481","808.1.1","Trpm8","ENSMUSG00000036251","transient receptor potential cation channel, subfamily M, member 8 [Source:MGI Symbol;Acc:MGI:2181435]"
809,"TRRAP","ENSG00000196367","809.1.1","Trrap","ENSMUSG00000045482","transformation/transcription domain-associated protein [Source:MGI Symbol;Acc:MGI:2153272]"
810,"TSC22D1","ENSG00000102804","810.1.1","Tsc22d1","ENSMUSG00000022010","TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]"
811,"TTK","ENSG00000112742","811.1.1","Ttk","ENSMUSG00000038379","Ttk protein kinase [Source:MGI Symbol;Acc:MGI:1194921]"
812,"TWIST1","ENSG00000122691","812.1.1","Twist1","ENSMUSG00000035799","twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]"
813,"TWIST2","ENSG00000233608","813.1.1","Twist2","ENSMUSG00000007805","twist basic helix-loop-helix transcription factor 2 [Source:MGI Symbol;Acc:MGI:104685]"
814,"TXN","ENSG00000136810","814.1.1","Txn1","ENSMUSG00000028367","thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"
815,"TXNIP","ENSG00000265972","815.1.1","Txnip","ENSMUSG00000038393","thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]"
816,"TYK2","ENSG00000105397","816.1.1","Tyk2","ENSMUSG00000032175","tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:1929470]"
817,"TYMS","ENSG00000176890","817.1.1","Tyms","ENSMUSG00000025747","thymidylate synthase [Source:MGI Symbol;Acc:MGI:98878]"
818,"UBE2C","ENSG00000175063","818.1.1","N/A","N/A","N/A"
819,"UBE2I","ENSG00000103275","819.1.1","Ube2i","ENSMUSG00000015120","ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]"
820,"UBE2N","ENSG00000177889","820.1.1","Ube2n","ENSMUSG00000074781","ubiquitin-conjugating enzyme E2N [Source:MGI Symbol;Acc:MGI:1934835]"
821,"UBE2V1","ENSG00000244687","821.1.1","Ube2v1","ENSMUSG00000078923","ubiquitin-conjugating enzyme E2 variant 1 [Source:MGI Symbol;Acc:MGI:1913839]"
822,"UBE2V2","ENSG00000169139","822.1.1","Ube2v2","ENSMUSG00000022674","ubiquitin-conjugating enzyme E2 variant 2 [Source:MGI Symbol;Acc:MGI:1917870]"
823,"UBE3A","ENSG00000114062","823.1.1","Ube3a","ENSMUSG00000025326","ubiquitin protein ligase E3A [Source:MGI Symbol;Acc:MGI:105098]"
824,"UBTD1","ENSG00000165886","824.1.1","Ubtd1","ENSMUSG00000025171","ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092]"
825,"UHRF1","ENSG00000276043","825.1.1","Uhrf1","ENSMUSG00000001228","ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]"
826,"ULK3","ENSG00000140474","826.1.1","Ulk3","ENSMUSG00000032308","unc-51-like kinase 3 [Source:MGI Symbol;Acc:MGI:1918992]"
827,"USP1","ENSG00000162607","827.1.1","Usp1","ENSMUSG00000028560","ubiquitin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2385198]"
828,"USP28","ENSG00000048028","828.1.1","Usp28","ENSMUSG00000032267","ubiquitin specific peptidase 28 [Source:MGI Symbol;Acc:MGI:2442293]"
829,"UTP6","ENSG00000108651","829.1.1","Utp6","ENSMUSG00000035575","UTP6 small subunit processome component [Source:MGI Symbol;Acc:MGI:2445193]"
830,"VCAN","ENSG00000038427","830.1.1","Vcan","ENSMUSG00000021614","versican [Source:MGI Symbol;Acc:MGI:102889]"
831,"VDR","ENSG00000111424","831.1.1","Vdr","ENSMUSG00000022479","vitamin D (1,25-dihydroxyvitamin D3) receptor [Source:MGI Symbol;Acc:MGI:103076]"
832,"VEGFA","ENSG00000112715","832.1.1","Vegfa","ENSMUSG00000023951","vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]"
833,"VENTX","ENSG00000151650","833.1.1","N/A","N/A","N/A"
834,"WEE1","ENSG00000166483","834.1.1","Wee1","ENSMUSG00000031016","WEE 1 homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:103075]"
835,"WIF1","ENSG00000156076","835.1.1","Wif1","ENSMUSG00000020218","Wnt inhibitory factor 1 [Source:MGI Symbol;Acc:MGI:1344332]"
836,"WIPI1","ENSG00000070540","836.1.1","Wipi1","ENSMUSG00000041895","WD repeat domain, phosphoinositide interacting 1 [Source:MGI Symbol;Acc:MGI:1261864]"
837,"WNT16","ENSG00000002745","837.1.1","Wnt16","ENSMUSG00000029671","wingless-type MMTV integration site family, member 16 [Source:MGI Symbol;Acc:MGI:2136018]"
838,"WNT2","ENSG00000105989","838.1.1","Wnt2","ENSMUSG00000010797","wingless-type MMTV integration site family, member 2 [Source:MGI Symbol;Acc:MGI:98954]"
839,"WNT5A","ENSG00000114251","839.1.1","Wnt5a","ENSMUSG00000021994","wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]"
840,"WNT7B","ENSG00000188064","840.1.1","Wnt7b","ENSMUSG00000022382","wingless-type MMTV integration site family, member 7B [Source:MGI Symbol;Acc:MGI:98962]"
841,"WRN","ENSG00000165392","841.1.1","Wrn","ENSMUSG00000031583","Werner syndrome RecQ like helicase [Source:MGI Symbol;Acc:MGI:109635]"
842,"WSB1","ENSG00000109046","842.1.1","Wsb1","ENSMUSG00000017677","WD repeat and SOCS box-containing 1 [Source:MGI Symbol;Acc:MGI:1926139]"
843,"WT1","ENSG00000184937","843.1.1","Wt1","ENSMUSG00000016458","WT1 transcription factor [Source:MGI Symbol;Acc:MGI:98968]"
844,"WWP1","ENSG00000123124","844.1.1","Wwp1","ENSMUSG00000041058","WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1861728]"
845,"XAF1","ENSG00000132530","845.1.1","Xaf1","ENSMUSG00000040483","XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572]"
846,"XIAP","ENSG00000101966","846.1.1","Xiap","ENSMUSG00000025860","X-linked inhibitor of apoptosis [Source:MGI Symbol;Acc:MGI:107572]"
847,"XPC","ENSG00000154767","847.1.1","Xpc","ENSMUSG00000030094","xeroderma pigmentosum, complementation group C [Source:MGI Symbol;Acc:MGI:103557]"
848,"XPO1","ENSG00000082898","848.1.1","Xpo1","ENSMUSG00000020290","exportin 1 [Source:MGI Symbol;Acc:MGI:2144013]"
849,"YAP1","ENSG00000137693","849.1.1","Yap1","ENSMUSG00000053110","yes-associated protein 1 [Source:MGI Symbol;Acc:MGI:103262]"
850,"YBX1","ENSG00000065978","850.1.1","Ybx1","ENSMUSG00000028639","Y box protein 1 [Source:MGI Symbol;Acc:MGI:99146]"
851,"YEATS4","ENSG00000127337","851.1.1","Yeats4","ENSMUSG00000020171","YEATS domain containing 4 [Source:MGI Symbol;Acc:MGI:1927224]"
852,"YPEL3","ENSG00000090238","852.1.1","Ypel3","ENSMUSG00000042675","yippee like 3 [Source:MGI Symbol;Acc:MGI:1913340]"
853,"YWHAB","ENSG00000166913","853.1.1","Ywhab","ENSMUSG00000018326","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:MGI Symbol;Acc:MGI:1891917]"
854,"YWHAZ","ENSG00000164924","854.1.1","Ywhaz","ENSMUSG00000022285","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]"
855,"YY1","ENSG00000100811","855.1.1","Yy1","ENSMUSG00000021264","YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]"
856,"ZCCHC10","ENSG00000155329","856.1.1","Zcchc10","ENSMUSG00000018239","zinc finger, CCHC domain containing 10 [Source:MGI Symbol;Acc:MGI:1196228]"
857,"ZDHHC3","ENSG00000163812","857.1.1","Zdhhc3","ENSMUSG00000025786","zinc finger, DHHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1926134]"
858,"ZEB1","ENSG00000148516","858.1.1","Zeb1","ENSMUSG00000024238","zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313]"
859,"ZFP36","ENSG00000128016","859.1.1","Zfp36","ENSMUSG00000044786","zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]"
860,"ZFX","ENSG00000005889","860.1.1","N/A","N/A","N/A"
861,"ZMAT3","ENSG00000172667","861.1.1","Zmat3","ENSMUSG00000027663","zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270]"
862,"ZMPSTE24","ENSG00000084073","862.1.1","Zmpste24","ENSMUSG00000043207","zinc metallopeptidase, STE24 [Source:MGI Symbol;Acc:MGI:1890508]"
863,"ZMYND11","ENSG00000015171","863.1.1","Zmynd11","ENSMUSG00000021156","zinc finger, MYND domain containing 11 [Source:MGI Symbol;Acc:MGI:1913755]"
864,"ZNF148","ENSG00000163848","864.1.1","Zfp148","ENSMUSG00000022811","zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]"
865,"ZNF207","ENSG00000010244","865.1.1","Zfp207","ENSMUSG00000017421","zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045]"
866,"ZNF217","ENSG00000171940","866.1.1","Zfp217","ENSMUSG00000052056","zinc finger protein 217 [Source:MGI Symbol;Acc:MGI:2685408]"
