"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs"
"GALNT9","Galnt9",604,"ENSMUSG00000033316","604.1.1","ENSG00000182870","polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]",1,1
"GARNL3","Garnl3",1130,"ENSMUSG00000038860","1130.1.1","ENSG00000136895","GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]",1,1
"GAS1","Gas1",488,"ENSMUSG00000052957","488.1.1","ENSG00000180447","growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]",1,1
"GBGT1","Gbgt1",1206,"ENSMUSG00000026829","1206.1.1","ENSG00000148288","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]",1,1
"GCNT4","Gcnt4",1337,"ENSMUSG00000091387","1337.1.1","ENSG00000176928","glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973]",1,1
"GDAP1","Gdap1",576,"ENSMUSG00000025777","576.1.1","ENSG00000104381","ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]",1,1
"GDF3","Gdf3",645,"ENSMUSG00000030117","645.1.1","ENSG00000184344","growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]",1,1
"GDF5","Gdf5",172,"ENSMUSG00000038259","172.1.1","ENSG00000125965","growth differentiation factor 5 [Source:HGNC Symbol;Acc:HGNC:4220]",1,1
"GDNF","Gdnf",528,"ENSMUSG00000022144","528.1.1","ENSG00000168621","glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]",1,1
"GEM","Gem",633,"ENSMUSG00000028214","633.1.1","ENSG00000164949","GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]",1,1
"GFRA1","Gfra1",1065,"ENSMUSG00000025089","1065.1.1","ENSG00000151892","GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]",1,1
"GGT5","Ggt5",211,"ENSMUSG00000006344","211.1.1","ENSG00000099998","gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]",1,1
"GIPC2","Gipc2",776,"ENSMUSG00000039131","776.1.1","ENSG00000137960","GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]",1,1
"N/A","Gja1",458,"ENSMUSG00000050953","458.1.1","N/A","N/A",1,75
"GLB1","Glb1",714,"ENSMUSG00000045594","714.1.1","ENSG00000170266","galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298]",1,1
"GLB1L","Glb1l",167,"ENSMUSG00000026200","167.1.1","ENSG00000163521","galactosidase beta 1 like [Source:HGNC Symbol;Acc:HGNC:28129]",1,1
"GLB1L2","Glb1l2",401,"ENSMUSG00000036395","401.1.1","ENSG00000149328","galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129]",1,1
"GLI2","Gli2",19,"ENSMUSG00000048402","19.1.1","ENSG00000074047","GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318]",1,1
"GLI3","Gli3",411,"ENSMUSG00000021318","411.1.1","ENSG00000106571","GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]",1,1
"GLIPR1","Glipr1",299,"ENSMUSG00000056888","299.1.1","ENSG00000139278","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]",1,1
"GLIPR2","Glipr2",1231,"ENSMUSG00000028480","1231.1.1","ENSG00000122694","GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]",1,1
"GLIS2","Glis2",1175,"ENSMUSG00000014303","1175.1.1","ENSG00000126603","GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]",1,1
"GLIS3","Glis3",1092,"ENSMUSG00000052942","1092.1.1","ENSG00000107249","GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510]",1,1
"GLRB","Glrb",61,"ENSMUSG00000028020","61.1.1","ENSG00000109738","glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329]",1,1
"N/A","Gm17330",547,"ENSMUSG00000114022","547.1.1","N/A","N/A",1,75
"C10orf105","Gm17455",32,"ENSMUSG00000090439","32.1.1","ENSG00000214688","chromosome 10 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:20304]",1,1
"N/A","Gm2436",678,"ENSMUSG00000112022","678.1.1","N/A","N/A",1,75
"N/A","Gm266",44,"ENSMUSG00000010529","44.1.1","N/A","N/A",1,75
"N/A","Gm31166",1351,"ENSMUSG00000109695","1351.1.1","N/A","N/A",1,75
"N/A","Gm32719",917,"N/A","917.1.1","N/A","N/A",1,75
"C19orf85","Gm36210",959,"ENSMUSG00000110221","959.1.1","ENSG00000283567","chromosome 19 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:53653]",1,1
"N/A","Gm40011",490,"ENSMUSG00000087382","490.1.1","N/A","N/A",1,75
"N/A","Gm46306",363,"N/A","363.1.1","N/A","N/A",1,75
"N/A","Gm46340",1003,"N/A","1003.1.1","N/A","N/A",1,75
"N/A","Gm5127",175,"ENSMUSG00000073010","175.1.1","N/A","N/A",1,75
"N/A","Gm6377",883,"ENSMUSG00000048621","883.1.1","N/A","N/A",1,75
"N/A","Gm6958",408,"N/A","408.1.1","N/A","N/A",1,75
"N/A","Gm7276",928,"ENSMUSG00000073532","928.1.1","N/A","N/A",1,75
"GNA15","Gna15",1302,"ENSMUSG00000034792","1302.1.1","ENSG00000060558","G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]",1,1
"GNAI1","Gnai1",1070,"ENSMUSG00000057614","1070.1.1","ENSG00000127955","G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]",1,1
"GNG4","Gng4",423,"ENSMUSG00000021303","423.1.1","ENSG00000168243","G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]",1,1
"GP1BB","Gp1bb",603,"ENSMUSG00000050761","603.1.1","ENSG00000203618","glycoprotein Ib platelet subunit beta [Source:HGNC Symbol;Acc:HGNC:4440]",1,1
"GPAT3","Gpat3",297,"ENSMUSG00000029314","297.1.1","ENSG00000138678","glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]",1,1
"GPC2","Gpc2",1317,"ENSMUSG00000029510","1317.1.1","ENSG00000213420","glypican 2 [Source:HGNC Symbol;Acc:HGNC:4450]",1,1
"GPCPD1","Gpcpd1",1122,"ENSMUSG00000027346","1122.1.1","ENSG00000125772","glycerophosphocholine phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:26957]",1,1
"GPD1","Gpd1",937,"ENSMUSG00000023019","937.1.1","ENSG00000167588","glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]",1,1
"GPM6B","Gpm6b",435,"ENSMUSG00000031342","435.1.1","ENSG00000046653","glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]",1,1
"GPR153","Gpr153",345,"ENSMUSG00000042804","345.1.1","ENSG00000158292","G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]",1,1
"GPR162","Gpr162",215,"ENSMUSG00000038390","215.1.1","ENSG00000250510","G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]",1,1
"GPR171","Gpr171",978,"ENSMUSG00000050075","978.1.1","ENSG00000174946","G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:HGNC:30057]",1,1
"GPR173","Gpr173",453,"ENSMUSG00000056679","453.1.1","ENSG00000184194","G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]",1,1
"GPR176","Gpr176",1204,"ENSMUSG00000040133","1204.1.1","ENSG00000166073","G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]",1,1
"GPR183","Gpr183",775,"ENSMUSG00000051212","775.1.1","ENSG00000169508","G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]",1,1
"GPR34","Gpr34",1088,"ENSMUSG00000040229","1088.1.1","ENSG00000171659","G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]",1,1
"GPR65","Gpr65",659,"ENSMUSG00000021886","659.1.1","ENSG00000140030","G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]",1,1
"GPR85","Gpr85",58,"ENSMUSG00000048216","58.1.1","ENSG00000164604","G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:HGNC:4536]",1,1
"GPR88","Gpr88",1256,"ENSMUSG00000068696","1256.1.1","ENSG00000181656","G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]",1,1
"GPRIN2","Gprin2",289,"ENSMUSG00000071531","289.1.1","ENSG00000204175","G protein regulated inducer of neurite outgrowth 2 [Source:HGNC Symbol;Acc:HGNC:23730]",1,1
"GPSM2","Gpsm2",346,"ENSMUSG00000027883","346.1.1","ENSG00000121957","G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]",1,1
"GPT","Gpt",405,"ENSMUSG00000022546","405.1.1","ENSG00000167701","glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552]",1,1
"GPT2","Gpt2",339,"ENSMUSG00000031700","339.1.1","ENSG00000166123","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]",1,1
"GPX7","Gpx7",800,"ENSMUSG00000028597","800.1.1","ENSG00000116157","glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]",1,1
"GRAMD2A","Gramd2a",811,"ENSMUSG00000074259","811.1.1","ENSG00000175318","GRAM domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27287]",1,1
"GRIN2D","Grin2d",1189,"ENSMUSG00000002771","1189.1.1","ENSG00000105464","glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]",1,1
"GRN","Grn",637,"ENSMUSG00000034708","637.1.1","ENSG00000030582","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]",1,1
"GSTA5","Gsta3",400,"ENSMUSG00000025934","400.1.1","ENSG00000182793","glutathione S-transferase alpha 5 [Source:HGNC Symbol;Acc:HGNC:19662]",1,1
"N/A","Gsta4",644,"ENSMUSG00000032348","644.1.1","N/A","N/A",1,75
"GSTZ1","Gstz1",126,"ENSMUSG00000021033","126.1.1","ENSG00000100577","glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]",1,1
"GTSE1","Gtse1",1249,"ENSMUSG00000022385","1249.1.1","ENSG00000075218","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]",1,1
"GXYLT2","Gxylt2",231,"ENSMUSG00000030074","231.1.1","ENSG00000172986","glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]",1,1
"GYS2","Gys2",895,"ENSMUSG00000030244","895.1.1","ENSG00000111713","glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707]",1,1
"H1-4","H1f4",698,"ENSMUSG00000051627","698.1.1","ENSG00000168298","H1.4 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4718]",1,1
"N/A","H1f9",522,"ENSMUSG00000038994","522.1.1","N/A","N/A",1,75
"N/A","H2-Q10",1032,"ENSMUSG00000067235","1032.1.1","N/A","N/A",1,75
"N/A","H2bc6",857,"ENSMUSG00000047246","857.1.1","N/A","N/A",1,75
"N/A","H3c4",796,"ENSMUSG00000099583","796.1.1","N/A","N/A",1,75
"N/A","H4c8",722,"ENSMUSG00000060981","722.1.1","N/A","N/A",1,75
"N/A","H4c9",579,"ENSMUSG00000060639","579.1.1","N/A","N/A",1,75
"N/A","H60b",314,"ENSMUSG00000075297","314.1.1","N/A","N/A",1,75
"HAPLN1","Hapln1",1153,"ENSMUSG00000021613","1153.1.1","ENSG00000145681","hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]",1,1
"HAPLN4","Hapln4",478,"ENSMUSG00000007594","478.1.1","ENSG00000187664","hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:HGNC:31357]",1,1
"HAS1","Has1",705,"ENSMUSG00000003665","705.1.1","ENSG00000105509","hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]",1,1
"HAS2","Has2",504,"ENSMUSG00000022367","504.1.1","ENSG00000170961","hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]",1,1
"HAVCR2","Havcr2",247,"ENSMUSG00000020399","247.1.1","ENSG00000135077","hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]",1,1
"HBA1","Hba-a1",780,"ENSMUSG00000069917","780.1.2","ENSG00000206172","hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]",2,2
"HBA2","Hba-a1",780,"ENSMUSG00000069917","780.1.1","ENSG00000188536","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]",2,2
"HBA1","Hba-a2",941,"ENSMUSG00000069917","941.1.2","ENSG00000206172","hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]",2,2
"HBA2","Hba-a2",941,"ENSMUSG00000069917","941.1.1","ENSG00000188536","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]",2,2
"N/A","Hbb-bs",710,"ENSMUSG00000052305","710.1.1","N/A","N/A",1,75
"N/A","Hbb-bt",989,"ENSMUSG00000073940","989.1.1","N/A","N/A",1,75
"HCAR1","Hcar1",882,"ENSMUSG00000049241","882.1.1","ENSG00000196917","hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]",1,1
"HCAR2","Hcar2",981,"ENSMUSG00000045502","981.1.1","ENSG00000182782","hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]",2,1
"HCAR3","Hcar2",981,"ENSMUSG00000045502","981.1.2","ENSG00000255398","hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]",2,1
"HCN1","Hcn1",1117,"ENSMUSG00000021730","1117.1.1","ENSG00000164588","hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]",1,1
"HEPH","Heph",1191,"ENSMUSG00000031209","1191.1.1","ENSG00000089472","hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]",1,1
"HEXB","Hexb",567,"ENSMUSG00000021665","567.1.1","ENSG00000049860","hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]",1,1
"HGF","Hgf",156,"ENSMUSG00000028864","156.1.1","ENSG00000019991","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]",1,1
"HHAT","Hhat",166,"ENSMUSG00000037375","166.1.1","ENSG00000054392","hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270]",1,1
"HHIPL1","Hhipl1",1113,"ENSMUSG00000021260","1113.1.1","ENSG00000182218","HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]",1,1
"HIBCH","Hibch",706,"ENSMUSG00000041426","706.1.1","ENSG00000198130","3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]",1,1
"HIF1A","Hif1a",1142,"ENSMUSG00000021109","1142.1.1","ENSG00000100644","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]",1,1
"HINT3","Hint3",1181,"ENSMUSG00000019791","1181.1.1","ENSG00000111911","histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468]",1,1
"HJV","Hjv",89,"ENSMUSG00000038403","89.1.1","ENSG00000168509","hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]",1,1
"HMCN1","Hmcn1",227,"ENSMUSG00000066842","227.1.1","ENSG00000143341","hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]",1,1
"HOMER3","Homer3",431,"ENSMUSG00000003573","431.1.1","ENSG00000051128","homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]",1,1
"HOOK1","Hook1",45,"ENSMUSG00000028572","45.1.1","ENSG00000134709","hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]",1,1
"HPGDS","Hpgds",1139,"ENSMUSG00000029919","1139.1.1","ENSG00000163106","hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890]",1,1
"HS3ST5","Hs3st5",263,"ENSMUSG00000044499","263.1.1","ENSG00000249853","heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419]",1,1
"HSD11B1","Hsd11b1",474,"ENSMUSG00000016194","474.1.1","ENSG00000117594","hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]",1,1
"HSD11B2","Hsd11b2",876,"ENSMUSG00000031891","876.1.1","ENSG00000176387","hydroxysteroid 11-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209]",1,1
"HSD17B14","Hsd17b14",1241,"ENSMUSG00000030825","1241.1.1","ENSG00000087076","hydroxysteroid 17-beta dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:23238]",1,1
"HSPA1L","Hspa1l",881,"ENSMUSG00000007033","881.1.1","ENSG00000204390","heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]",1,1
"HTR2B","Htr2b",242,"ENSMUSG00000026228","242.1.1","ENSG00000135914","5-hydroxytryptamine receptor 2B [Source:HGNC Symbol;Acc:HGNC:5294]",1,1
"HTRA1","Htra1",1044,"ENSMUSG00000006205","1044.1.1","ENSG00000166033","HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]",1,1
"HTRA3","Htra3",108,"ENSMUSG00000029096","108.1.1","ENSG00000170801","HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]",1,1
"ICAM4","Icam4",943,"ENSMUSG00000001014","943.1.1","ENSG00000105371","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) [Source:HGNC Symbol;Acc:HGNC:5347]",1,1
"N/A","Ifi27l2a",1237,"ENSMUSG00000079017","1237.1.1","N/A","N/A",1,75
"IGFALS","Igfals",347,"ENSMUSG00000046070","347.1.1","ENSG00000099769","insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]",1,1
"IGFBP4","Igfbp4",184,"ENSMUSG00000017493","184.1.1","ENSG00000141753","insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]",1,1
"IGLON5","Iglon5",701,"ENSMUSG00000013367","701.1.1","ENSG00000142549","IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]",1,1
"IGSF10","Igsf10",90,"ENSMUSG00000036334","90.1.1","ENSG00000152580","immunoglobulin superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:26384]",1,1
"IKBIP","Ikbip",7,"ENSMUSG00000019975","7.1.1","ENSG00000166130","IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430]",1,1
"IKBKE","Ikbke",1135,"ENSMUSG00000042349","1135.1.1","ENSG00000263528","inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552]",1,1
"IL13RA1","Il13ra1",767,"ENSMUSG00000017057","767.1.1","ENSG00000131724","interleukin 13 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:5974]",1,1
"IL17RA","Il17ra",137,"ENSMUSG00000002897","137.1.1","ENSG00000177663","interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]",1,1
"IL17RE","Il17re",267,"ENSMUSG00000043088","267.1.1","ENSG00000163701","interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]",1,1
"IL1B","Il1b",196,"ENSMUSG00000027398","196.1.1","ENSG00000125538","interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]",1,1
"IL1RL1","Il1rl1",181,"ENSMUSG00000026069","181.1.1","ENSG00000115602","interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998]",1,1
"IL1RN","Il1rn",415,"ENSMUSG00000026981","415.1.1","ENSG00000136689","interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]",1,1
"IL21R","Il21r",581,"ENSMUSG00000030745","581.1.1","ENSG00000103522","interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]",1,1
"IL33","Il33",283,"ENSMUSG00000024810","283.1.1","ENSG00000137033","interleukin 33 [Source:HGNC Symbol;Acc:HGNC:16028]",1,1
"IL4R","Il4ra",487,"ENSMUSG00000030748","487.1.1","ENSG00000077238","interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]",1,1
"IL7R","Il7r",460,"ENSMUSG00000003882","460.1.1","ENSG00000168685","interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]",1,1
"IMMP2L","Immp2l",1083,"ENSMUSG00000056899","1083.1.1","ENSG00000184903","inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]",1,1
"INCA1","Inca1",1109,"ENSMUSG00000057054","1109.1.1","ENSG00000196388","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:32224]",1,1
"INHBA","Inhba",68,"ENSMUSG00000041324","68.1.1","ENSG00000122641","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]",1,1
"INMT","Inmt",1004,"ENSMUSG00000003477","1004.1.1","ENSG00000241644","indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]",1,1
"INPP5D","Inpp5d",1121,"ENSMUSG00000026288","1121.1.1","ENSG00000168918","inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]",1,1
"INPP5J","Inpp5j",20,"ENSMUSG00000034570","20.1.1","ENSG00000185133","inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]",1,1
"IQGAP1","Iqgap1",183,"ENSMUSG00000030536","183.1.1","ENSG00000140575","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]",1,1
"IQGAP3","Iqgap3",617,"ENSMUSG00000028068","617.1.1","ENSG00000183856","IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669]",1,1
"ISLR","Islr",43,"ENSMUSG00000037206","43.1.1","ENSG00000129009","immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]",1,1
"ISM1","Ism1",210,"ENSMUSG00000074766","210.1.1","ENSG00000101230","isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]",1,1
"ITGA10","Itga10",712,"ENSMUSG00000090210","712.1.1","ENSG00000143127","integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]",1,1
"ITGA11","Itga11",503,"ENSMUSG00000032243","503.1.1","ENSG00000137809","integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]",1,1
"ITGA2B","Itga2b",798,"ENSMUSG00000034664","798.1.1","ENSG00000005961","integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]",1,1
"ITGA5","Itga5",238,"ENSMUSG00000000555","238.1.1","ENSG00000161638","integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]",1,1
"ITGAX","Itgax",859,"ENSMUSG00000030789","859.1.1","ENSG00000140678","integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]",1,1
"ITGB1BP2","Itgb1bp2",922,"ENSMUSG00000031312","922.1.1","ENSG00000147166","integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]",1,1
"ITGB3","Itgb3",352,"ENSMUSG00000020689","352.1.1","ENSG00000259207","integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]",1,1
"ITPKA","Itpka",726,"ENSMUSG00000027296","726.1.1","ENSG00000137825","inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]",1,1
"ITPRIP","Itprip",444,"ENSMUSG00000117975","444.1.1","ENSG00000148841","inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]",1,1
"ITPRIPL2","Itpripl2",842,"ENSMUSG00000095115","842.1.1","ENSG00000205730","ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]",1,1
"JPH1","Jph1",24,"ENSMUSG00000042686","24.1.1","ENSG00000104369","junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]",1,1
"JSRP1","Jsrp1",646,"ENSMUSG00000020216","646.1.1","ENSG00000167476","junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:24963]",1,1
"JUNB","Junb",730,"ENSMUSG00000052837","730.1.1","ENSG00000171223","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",1,1
"KBTBD12","Kbtbd12",908,"ENSMUSG00000033182","908.1.1","ENSG00000187715","kelch repeat and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25731]",1,1
"KCNAB2","Kcnab2",13,"ENSMUSG00000028931","13.1.1","ENSG00000069424","potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]",1,1
"KCND1","Kcnd1",938,"ENSMUSG00000009731","938.1.1","ENSG00000102057","potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]",1,1
"KCNF1","Kcnf1",847,"ENSMUSG00000051726","847.1.1","ENSG00000162975","potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]",1,1
"KCNIP3","Kcnip3",517,"ENSMUSG00000079056","517.1.1","ENSG00000115041","potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]",1,1
"KCNJ15","Kcnj15",1148,"ENSMUSG00000062609","1148.1.1","ENSG00000157551","potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]",1,1
"KCNK13","Kcnk13",64,"ENSMUSG00000045404","64.1.1","ENSG00000152315","potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275]",1,1
"KCNK6","Kcnk6",71,"ENSMUSG00000046410","71.1.1","ENSG00000099337","potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]",1,1
"KCNS1","Kcns1",802,"ENSMUSG00000040164","802.1.1","ENSG00000124134","potassium voltage-gated channel modifier subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:6300]",1,1
