"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
495,"P4ha3","ENSMUSG00000051048","495.1.1","P4HA3","ENSG00000149380","prolyl 4-hydroxylase subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:30135]"
496,"Cthrc1","ENSMUSG00000054196","496.1.1","CTHRC1","ENSG00000164932","collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]"
497,"Asb2","ENSMUSG00000021200","497.1.1","ASB2","ENSG00000100628","ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012]"
498,"Ptges3l","ENSMUSG00000097487","498.1.1","PTGES3L","ENSG00000267060","prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943]"
499,"Dtna","ENSMUSG00000024302","499.1.1","DTNA","ENSG00000134769","dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]"
500,"Lmx1b","ENSMUSG00000038765","500.1.1","LMX1B","ENSG00000136944","LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]"
501,"Dpyd","ENSMUSG00000033308","501.1.1","DPYD","ENSG00000188641","dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]"
502,"Aebp1","ENSMUSG00000020473","502.1.1","AEBP1","ENSG00000106624","AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]"
503,"Itga11","ENSMUSG00000032243","503.1.1","ITGA11","ENSG00000137809","integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]"
504,"Has2","ENSMUSG00000022367","504.1.1","HAS2","ENSG00000170961","hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]"
505,"Fer1l6","ENSMUSG00000037106","505.1.1","FER1L6","ENSG00000214814","fer-1 like family member 6 [Source:HGNC Symbol;Acc:HGNC:28065]"
506,"Cdsn","ENSMUSG00000039518","506.1.1","CDSN","ENSG00000204539","corneodesmosin [Source:HGNC Symbol;Acc:HGNC:1802]"
507,"Mettl22","ENSMUSG00000039345","507.1.1","METTL22","ENSG00000067365","methyltransferase 22, Kin17 lysine [Source:HGNC Symbol;Acc:HGNC:28368]"
508,"Ltb4r2","ENSMUSG00000040432","508.1.1","LTB4R2","ENSG00000213906","leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260]"
509,"Evpl","ENSMUSG00000034282","509.1.1","EVPL","ENSG00000167880","envoplakin [Source:HGNC Symbol;Acc:HGNC:3503]"
510,"Loxl1","ENSMUSG00000032334","510.1.1","LOXL1","ENSG00000129038","lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]"
511,"Orm1","ENSMUSG00000039196","511.1.1","ORM2","ENSG00000228278","orosomucoid 2 [Source:HGNC Symbol;Acc:HGNC:8499]"
511,"Orm1","ENSMUSG00000039196","511.1.2","ORM1","ENSG00000229314","orosomucoid 1 [Source:HGNC Symbol;Acc:HGNC:8498]"
512,"Barx1","ENSMUSG00000021381","512.1.1","BARX1","ENSG00000131668","BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]"
513,"Pgam2","ENSMUSG00000020475","513.1.1","PGAM2","ENSG00000164708","phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]"
514,"Car2","ENSMUSG00000027562","514.1.1","CA2","ENSG00000104267","carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]"
515,"Ccl3","ENSMUSG00000000982","515.1.1","CCL18","ENSG00000275385","C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]"
515,"Ccl3","ENSMUSG00000000982","515.1.2","CCL3L3","ENSG00000276085","C-C motif chemokine ligand 3 like 3 [Source:HGNC Symbol;Acc:HGNC:30554]"
515,"Ccl3","ENSMUSG00000000982","515.1.3","CCL3","ENSG00000277632","C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]"
516,"Proca1","ENSMUSG00000044122","516.1.1","PROCA1","ENSG00000167525","protein interacting with cyclin A1 [Source:HGNC Symbol;Acc:HGNC:28600]"
517,"Kcnip3","ENSMUSG00000079056","517.1.1","KCNIP3","ENSG00000115041","potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]"
518,"AA467197","ENSMUSG00000033213","518.1.1","C15orf48","ENSG00000166920","chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]"
519,"Faxc","ENSMUSG00000028246","519.1.1","FAXC","ENSG00000146267","failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]"
520,"Mxra8","ENSMUSG00000029070","520.1.1","MXRA8","ENSG00000162576","matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]"
521,"Numbl","ENSMUSG00000063160","521.1.1","NUMBL","ENSG00000105245","NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]"
522,"H1f9","ENSMUSG00000038994","522.1.1","N/A","N/A","N/A"
523,"Sall4","ENSMUSG00000027547","523.1.1","SALL4","ENSG00000101115","spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]"
524,"Bub1","ENSMUSG00000027379","524.1.1","BUB1","ENSG00000169679","BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]"
525,"Tuba1c","ENSMUSG00000043091","525.1.1","TUBA1C","ENSG00000167553","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]"
526,"Me1","ENSMUSG00000032418","526.1.1","ME1","ENSG00000065833","malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]"
527,"Ccn3","ENSMUSG00000037362","527.1.1","CCN3","ENSG00000136999","cellular communication network factor 3 [Source:HGNC Symbol;Acc:HGNC:7885]"
528,"Gdnf","ENSMUSG00000022144","528.1.1","GDNF","ENSG00000168621","glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]"
529,"Ripk3","ENSMUSG00000022221","529.1.1","RIPK3","ENSG00000129465","receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]"
530,"Rspo1","ENSMUSG00000028871","530.1.1","RSPO1","ENSG00000169218","R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]"
531,"Cd209d","ENSMUSG00000031495","531.1.1","CD209","ENSG00000090659","CD209 molecule [Source:HGNC Symbol;Acc:HGNC:1641]"
532,"Orai2","ENSMUSG00000039747","532.1.1","ORAI2","ENSG00000160991","ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]"
533,"Dpt","ENSMUSG00000026574","533.1.1","DPT","ENSG00000143196","dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]"
534,"Diaph3","ENSMUSG00000022021","534.1.1","DIAPH3","ENSG00000139734","diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]"
535,"Kif22","ENSMUSG00000030677","535.1.1","KIF22","ENSG00000079616","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]"
536,"Slc6a13","ENSMUSG00000030108","536.1.1","SLC6A13","ENSG00000010379","solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]"
537,"Acyp2","ENSMUSG00000060923","537.1.1","ACYP2","ENSG00000170634","acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]"
538,"Klhdc7a","ENSMUSG00000078234","538.1.1","KLHDC7A","ENSG00000179023","kelch domain containing 7A [Source:HGNC Symbol;Acc:HGNC:26791]"
539,"Lrig3","ENSMUSG00000020105","539.1.1","LRIG3","ENSG00000139263","leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]"
540,"Ckap2l","ENSMUSG00000048327","540.1.1","CKAP2L","ENSG00000169607","cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]"
541,"Frmpd3","ENSMUSG00000042425","541.1.1","FRMPD3","ENSG00000147234","FERM and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29382]"
542,"Lamb1","ENSMUSG00000002900","542.1.1","LAMB1","ENSG00000091136","laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]"
543,"Pcdhb3","ENSMUSG00000045498","543.1.1","PCDHB3","ENSG00000113205","protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]"
544,"Cyp7b1","ENSMUSG00000039519","544.1.1","CYP7B1","ENSG00000172817","cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]"
545,"Pkd2","ENSMUSG00000034462","545.1.1","PKD2","ENSG00000118762","polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]"
546,"Mdk","ENSMUSG00000027239","546.1.1","MDK","ENSG00000110492","midkine [Source:HGNC Symbol;Acc:HGNC:6972]"
547,"Gm17330","ENSMUSG00000114022","547.1.1","N/A","N/A","N/A"
548,"Ednra","ENSMUSG00000031616","548.1.1","EDNRA","ENSG00000151617","endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]"
549,"Tmem45b","ENSMUSG00000041737","549.1.1","TMEM45B","ENSG00000151715","transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]"
550,"Dusp13b","ENSMUSG00000021768","550.1.1","DUSP13B","ENSG00000079393","dual specificity phosphatase 13B [Source:HGNC Symbol;Acc:HGNC:19681]"
551,"Tmem30b","ENSMUSG00000034435","551.1.1","TMEM30B","ENSG00000182107","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]"
552,"Elk3","ENSMUSG00000008398","552.1.1","ELK3","ENSG00000111145","ETS transcription factor ELK3 [Source:HGNC Symbol;Acc:HGNC:3325]"
553,"Fmn1","ENSMUSG00000044042","553.1.1","FMN1","ENSG00000248905","formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]"
554,"Tmem98","ENSMUSG00000035413","554.1.1","TMEM98","ENSG00000006042","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
555,"Epb41l3","ENSMUSG00000024044","555.1.1","EPB41L3","ENSG00000082397","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]"
556,"Mup10","ENSMUSG00000078680","556.1.1","N/A","N/A","N/A"
557,"S1pr2","ENSMUSG00000043895","557.1.1","S1PR2","ENSG00000267534","sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]"
558,"Celsr2","ENSMUSG00000068740","558.1.1","CELSR2","ENSG00000143126","cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]"
559,"Cdk1","ENSMUSG00000019942","559.1.1","CDK1","ENSG00000170312","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]"
560,"2610524H06Rik","ENSMUSG00000072694","560.1.1","N/A","N/A","N/A"
561,"Emilin3","ENSMUSG00000050700","561.1.1","EMILIN3","ENSG00000183798","elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]"
562,"Elf4","ENSMUSG00000031103","562.1.1","ELF4","ENSG00000102034","E74 like ETS transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3319]"
563,"Slitrk6","ENSMUSG00000045871","563.1.1","SLITRK6","ENSG00000184564","SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]"
564,"Lilrb4b","ENSMUSG00000112023","564.1.1","N/A","N/A","N/A"
565,"Sdk1","ENSMUSG00000039683","565.1.1","SDK1","ENSG00000146555","sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]"
566,"Tpbg","ENSMUSG00000035274","566.1.1","TPBG","ENSG00000146242","trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]"
567,"Hexb","ENSMUSG00000021665","567.1.1","HEXB","ENSG00000049860","hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]"
568,"Socs3","ENSMUSG00000053113","568.1.1","SOCS3","ENSG00000184557","suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]"
569,"Lgr5","ENSMUSG00000020140","569.1.1","LGR5","ENSG00000139292","leucine rich repeat containing G protein-coupled receptor 5 [Source:HGNC Symbol;Acc:HGNC:4504]"
570,"Ciroz","N/A","570.1.1","N/A","N/A","N/A"
571,"Car14","ENSMUSG00000038526","571.1.1","CA14","ENSG00000118298","carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]"
572,"Bche","ENSMUSG00000027792","572.1.1","BCHE","ENSG00000114200","butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983]"
573,"Ephb3","ENSMUSG00000005958","573.1.1","EPHB3","ENSG00000182580","EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]"
574,"Tgfb1","ENSMUSG00000002603","574.1.1","TGFB1","ENSG00000105329","transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]"
575,"Selenon","ENSMUSG00000050989","575.1.1","SELENON","ENSG00000162430","selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]"
576,"Gdap1","ENSMUSG00000025777","576.1.1","GDAP1","ENSG00000104381","ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]"
577,"Slitrk1","ENSMUSG00000075478","577.1.1","SLITRK1","ENSG00000178235","SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]"
578,"Cdh4","ENSMUSG00000000305","578.1.1","CDH4","ENSG00000179242","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]"
579,"H4c9","ENSMUSG00000060639","579.1.1","N/A","N/A","N/A"
580,"Emb","ENSMUSG00000021728","580.1.1","EMB","ENSG00000170571","embigin [Source:HGNC Symbol;Acc:HGNC:30465]"
581,"Il21r","ENSMUSG00000030745","581.1.1","IL21R","ENSG00000103522","interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]"
582,"Stk32c","ENSMUSG00000015981","582.1.1","STK32C","ENSG00000165752","serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]"
583,"Egf","ENSMUSG00000028017","583.1.1","EGF","ENSG00000138798","epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229]"
584,"Pxmp2","ENSMUSG00000029499","584.1.1","PXMP2","ENSG00000176894","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]"
585,"Ptk7","ENSMUSG00000023972","585.1.1","PTK7","ENSG00000112655","protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]"
586,"Myo1e","ENSMUSG00000032220","586.1.1","MYO1E","ENSG00000157483","myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]"
587,"Slc38a1","ENSMUSG00000023169","587.1.1","SLC38A1","ENSG00000111371","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]"
588,"Misp3","ENSMUSG00000074217","588.1.1","MISP3","ENSG00000141854","MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]"
589,"Abr","ENSMUSG00000017631","589.1.1","ABR","ENSG00000159842","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]"
590,"Ticrr","ENSMUSG00000046591","590.1.1","TICRR","ENSG00000140534","TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]"
591,"B4galnt1","ENSMUSG00000006731","591.1.1","B4GALNT1","ENSG00000135454","beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]"
592,"Ptprv","ENSMUSG00000097993","592.1.1","N/A","N/A","N/A"
593,"Sirpa","ENSMUSG00000037902","593.1.1","SIRPG","ENSG00000089012","signal regulatory protein gamma [Source:HGNC Symbol;Acc:HGNC:15757]"
593,"Sirpa","ENSMUSG00000037902","593.1.2","SIRPB1","ENSG00000101307","signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]"
593,"Sirpa","ENSMUSG00000037902","593.1.3","SIRPA","ENSG00000198053","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]"
594,"Mettl21c","ENSMUSG00000047343","594.1.1","METTL21C","ENSG00000139780","methyltransferase 21C, AARS1 lysine [Source:HGNC Symbol;Acc:HGNC:33717]"
595,"Plk3","ENSMUSG00000028680","595.1.1","PLK3","ENSG00000173846","polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]"
596,"Rasd1","ENSMUSG00000049892","596.1.1","RASD1","ENSG00000108551","ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]"
597,"Vax2","ENSMUSG00000034777","597.1.1","VAX2","ENSG00000116035","ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]"
598,"Sfrp1","ENSMUSG00000031548","598.1.1","SFRP1","ENSG00000104332","secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]"
599,"Agl","ENSMUSG00000033400","599.1.1","AGL","ENSG00000162688","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]"
600,"Akr1b8","ENSMUSG00000029762","600.1.1","AKR1B10","ENSG00000198074","aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]"
601,"Prickle2","ENSMUSG00000030020","601.1.1","PRICKLE2","ENSG00000163637","prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340]"
602,"Prkcq","ENSMUSG00000026778","602.1.1","PRKCQ","ENSG00000065675","protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]"
603,"Gp1bb","ENSMUSG00000050761","603.1.1","GP1BB","ENSG00000203618","glycoprotein Ib platelet subunit beta [Source:HGNC Symbol;Acc:HGNC:4440]"
604,"Galnt9","ENSMUSG00000033316","604.1.1","GALNT9","ENSG00000182870","polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]"
605,"Ccdc24","ENSMUSG00000078588","605.1.1","CCDC24","ENSG00000159214","coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]"
606,"Efhb","ENSMUSG00000023931","606.1.1","EFHB","ENSG00000163576","EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330]"
607,"Osm","ENSMUSG00000058755","607.1.1","OSM","ENSG00000099985","oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]"
608,"Pcdhb9","ENSMUSG00000051242","608.1.1","PCDHB4","ENSG00000081818","protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]"
609,"Lax1","ENSMUSG00000051998","609.1.1","LAX1","ENSG00000122188","lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]"
610,"Snai1","ENSMUSG00000042821","610.1.1","SNAI1","ENSG00000124216","snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]"
611,"Mmp2","ENSMUSG00000031740","611.1.1","MMP2","ENSG00000087245","matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]"
612,"Sec16b","ENSMUSG00000026589","612.1.1","SEC16B","ENSG00000120341","SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]"
613,"Prtn3","ENSMUSG00000057729","613.1.1","PRTN3","ENSG00000196415","proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]"
614,"Mrap","ENSMUSG00000039956","614.1.1","MRAP","ENSG00000170262","melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304]"
615,"Mmd","ENSMUSG00000003948","615.1.1","MMD","ENSG00000108960","monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]"
616,"Brsk1","ENSMUSG00000035390","616.1.1","BRSK1","ENSG00000160469","BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994]"
617,"Iqgap3","ENSMUSG00000028068","617.1.1","IQGAP3","ENSG00000183856","IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669]"
618,"D630045J12Rik","ENSMUSG00000063455","618.1.1","KIAA1549","ENSG00000122778","KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]"
619,"Dennd2d","ENSMUSG00000027901","619.1.1","DENND2D","ENSG00000162777","DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192]"
620,"Cib2","ENSMUSG00000037493","620.1.1","CIB2","ENSG00000136425","calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]"
621,"Lrrc75b","ENSMUSG00000046807","621.1.1","LRRC75B","ENSG00000178026","leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]"
622,"Wfdc17","ENSMUSG00000069792","622.1.1","N/A","N/A","N/A"
623,"Ahr","ENSMUSG00000019256","623.1.1","AHR","ENSG00000106546","aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]"
624,"Bok","ENSMUSG00000026278","624.1.1","BOK","ENSG00000176720","BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087]"
625,"Ltbp1","ENSMUSG00000001870","625.1.1","LTBP1","ENSG00000049323","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
626,"Naaladl2","ENSMUSG00000102758","626.1.1","NAALADL2","ENSG00000177694","N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219]"
627,"Vim","ENSMUSG00000026728","627.1.1","VIM","ENSG00000026025","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
628,"Scml4","ENSMUSG00000044770","628.1.1","SCML4","ENSG00000146285","Scm polycomb group protein like 4 [Source:HGNC Symbol;Acc:HGNC:21397]"
629,"Nckap5l","ENSMUSG00000023009","629.1.1","NCKAP5L","ENSG00000167566","NCK associated protein 5 like [Source:HGNC Symbol;Acc:HGNC:29321]"
630,"Amd1","ENSMUSG00000075232","630.1.1","AMD1","ENSG00000123505","adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]"
631,"Casp3","ENSMUSG00000031628","631.1.1","CASP3","ENSG00000164305","caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]"
632,"Tlcd4","ENSMUSG00000028132","632.1.1","TLCD4","ENSG00000152078","TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]"
633,"Gem","ENSMUSG00000028214","633.1.1","GEM","ENSG00000164949","GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]"
634,"Sh2d7","ENSMUSG00000046460","634.1.1","SH2D7","ENSG00000183476","SH2 domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34549]"
635,"Tspyl5","ENSMUSG00000038984","635.1.1","TSPYL5","ENSG00000180543","TSPY like 5 [Source:HGNC Symbol;Acc:HGNC:29367]"
636,"Ptger4","ENSMUSG00000039942","636.1.1","PTGER4","ENSG00000171522","prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]"
637,"Grn","ENSMUSG00000034708","637.1.1","GRN","ENSG00000030582","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]"
638,"Chpf","ENSMUSG00000032997","638.1.1","CHPF","ENSG00000123989","chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]"
639,"Vstm4","ENSMUSG00000050666","639.1.1","VSTM4","ENSG00000165633","V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26470]"
640,"Sar1b","ENSMUSG00000020386","640.1.1","SAR1B","ENSG00000152700","secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]"
641,"Pbk","ENSMUSG00000022033","641.1.1","PBK","ENSG00000168078","PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]"
642,"Olr1","ENSMUSG00000030162","642.1.1","OLR1","ENSG00000173391","oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]"
643,"B3gnt9","ENSMUSG00000069920","643.1.1","B3GNT9","ENSG00000237172","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]"
644,"Gsta4","ENSMUSG00000032348","644.1.1","N/A","N/A","N/A"
645,"Gdf3","ENSMUSG00000030117","645.1.1","GDF3","ENSG00000184344","growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]"
646,"Jsrp1","ENSMUSG00000020216","646.1.1","JSRP1","ENSG00000167476","junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:24963]"
647,"Myo1f","ENSMUSG00000024300","647.1.1","MYO1F","ENSG00000142347","myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]"
648,"Lrrc73","ENSMUSG00000071073","648.1.1","LRRC73","ENSG00000204052","leucine rich repeat containing 73 [Source:HGNC Symbol;Acc:HGNC:21375]"
649,"Pcdhb10","ENSMUSG00000045657","649.1.1","PCDHB5","ENSG00000113209","protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]"
